Date,Temperature(¡æ£©,,,
9/13/2023,13.8875,,,
9/14/2023,12.53825,,,
9/15/2023,13.24575,,,
9/16/2023,14.77625,,,
9/17/2023,16.214,,,
9/18/2023,13.957,,,
9/19/2023,12.737,,,
9/20/2023,12.71525,,,
9/21/2023,16.10225,,,
9/22/2023,16.507,,,
9/23/2023,15.37175,,,
9/24/2023,15.53575,,,
9/25/2023,16.11475,,,
9/26/2023,15.961,,,
9/27/2023,15.26425,,,
9/28/2023,14.98325,,,
9/29/2023,15.4725,,,
9/30/2023,16.724,,,
10/1/2023,18.1315,,,
10/2/2023,20.25275,,,
10/3/2023,21.76975,,,
10/4/2023,21.45225,,,
10/5/2023,20.861,,,
10/6/2023,16.566,,,
10/7/2023,10.28575,,,
10/8/2023,7.46975,,,
10/9/2023,8.443,,,
10/10/2023,8.6565,,,
10/11/2023,8.9835,,,
10/12/2023,8.604,,,
10/13/2023,8.6805,,,
10/14/2023,10.2485,,,
10/15/2023,7.459,,,
10/16/2023,9.7325,,,
10/17/2023,10.2025,,,
10/18/2023,9.23725,,,
10/19/2023,11.0375,,,
10/20/2023,12.33375,,,
10/21/2023,9.00025,,,
10/22/2023,6.2265,,,
10/23/2023,6.129,,,
10/24/2023,12.3155,,,
10/25/2023,17.738,,,
10/26/2023,17.2075,,,
10/28/2023,11.65725,,,
10/29/2023,4.8885,,,
10/30/2023,2.35375,,,
10/31/2023,0.66525,,,
11/1/2023,-0.65425,,,
11/2/2023,2.565,,,
11/3/2023,8.6285,,,
11/4/2023,9.53175,,,
11/5/2023,5.37125,,,
11/6/2023,8.153,,,
11/7/2023,7.435,,,
11/8/2023,-1.0495,,,
11/9/2023,4.121,,,
11/10/2023,4.674,,,
11/11/2023,1.0745,,,
11/12/2023,0.61875,,,
11/13/2023,4.70375,,,
11/14/2023,4.268,,,
11/15/2023,6.553,,,
11/16/2023,7.48525,,,
11/17/2023,8.86,,,
11/18/2023,2.188,,,
11/19/2023,1.8065,,,
11/20/2023,-2.0625,,,
11/21/2023,1.255,,,
11/22/2023,4.061,,,
11/23/2023,2.26375,,,
11/24/2023,-2.376,,,
11/25/2023,-0.8425,,,
11/26/2023,0.693,,,
11/27/2023,-0.22025,,,
11/28/2023,-4.2495,,,
11/29/2023,-3.57175,,,
11/30/2023,2.306,,,
12/1/2023,2.67325,,,
12/2/2023,0.8465,,,
12/3/2023,0.95525,,,
12/4/2023,1.795,,,
12/5/2023,-0.14275,,,
12/6/2023,-1.92125,,,
12/7/2023,1.6645,,,
12/8/2023,4.21575,,,
12/9/2023,8.59625,,,
12/10/2023,5.666,,,
12/11/2023,-0.17675,,,
12/12/2023,0.38625,,,
12/13/2023,-0.6675,,,
12/14/2023,1.0145,,,
12/15/2023,5.24225,,,
12/16/2023,4.315,,,
12/17/2023,4.94475,,,
12/18/2023,3.577,,,
12/19/2023,-3.26625,,,
12/20/2023,-0.49925,,,
12/21/2023,-1.813,,,
12/22/2023,-2.70125,,,
12/23/2023,0.51975,,,
12/24/2023,1.72325,,,
12/25/2023,3.9965,,,
12/26/2023,4.785,,,
12/27/2023,6.25175,,,
12/28/2023,5.39825,,,
12/29/2023,4.91375,,,
12/30/2023,0.02725,,,
12/31/2023,-0.37425,,,
